student_index,risk_score,risk_level,rec_rank,rule_id,risk_category,intervention_title,intervention_detail,responsible_party,urgency,trigger_feature,feature_value,shap_value,priority_score
3909,0.9792,High,4,R04,Academic,First semester academic review,Conduct an academic review meeting after the first semester. Identify subject-specific struggles and assign peer mentors. Set academic improvement goals for semester 2.,Academic advisor,Medium,Approval_Rate_Sem1,0.0,0.34534326,0.6907
3914,0.8742,High,1,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,6.0,0.8676713,2.603
3914,0.8742,High,2,R17,Personal,Mature student support,"Mature students often face competing responsibilities such as employment or family obligations. Connect with the mature student support programme. Explore flexible scheduling, online learning options, or part-time study.",Student services,Medium,Age at enrollment,34.0,0.46662855,0.9333
3914,0.8742,High,3,R04,Academic,First semester academic review,Conduct an academic review meeting after the first semester. Identify subject-specific struggles and assign peer mentors. Set academic improvement goals for semester 2.,Academic advisor,Medium,Approval_Rate_Sem1,0.5,0.43057373,0.8611
3927,0.9766,High,1,R09,Financial,Financial counselling & fee assistance,"Connect the student with the financial aid office immediately. Explore available scholarships, bursaries, emergency funds, or payment plan options. Ensure overdue fees do not result in sudden deregistration.",Financial aid office,High,Tuition fees up to date,0.0,2.5842736,7.7528
3927,0.9766,High,2,R10,Financial,Debt management referral,Refer the student to a financial counsellor to manage existing debt. Investigate eligibility for institutional debt relief programmes or government financial assistance.,Financial aid office,High,Debtor,1.0,0.36099365,1.083
3934,0.9702,High,1,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,1.4044577,4.2134
3934,0.9702,High,2,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,12.0,1.1780531,3.5342
3934,0.9702,High,3,R01,Academic,Academic support programme,Enrol the student in a structured academic support or tutoring programme. Assign a faculty mentor to monitor progress weekly. Consider a reduced course load for the next semester.,Academic advisor,High,Curricular units 2nd sem (approved),0.0,0.56185603,1.6856
3936,0.9094,High,1,R11,Financial,Comprehensive financial support plan,"The student faces multiple financial stressors. Coordinate between financial aid, academic advising, and student services to create a holistic support plan. Explore part-time work-study opportunities on campus.",Student services,High,Financial_Risk_Score,1.0,0.4625738,1.3877
3936,0.9094,High,2,R04,Academic,First semester academic review,Conduct an academic review meeting after the first semester. Identify subject-specific struggles and assign peer mentors. Set academic improvement goals for semester 2.,Academic advisor,Medium,Approval_Rate_Sem1,0.4,0.47424442,0.9485
3941,0.9922,High,1,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,1.5170102,4.551
3941,0.9922,High,2,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,13.0,0.9970924,2.9913
3941,0.9922,High,3,R01,Academic,Academic support programme,Enrol the student in a structured academic support or tutoring programme. Assign a faculty mentor to monitor progress weekly. Consider a reduced course load for the next semester.,Academic advisor,High,Curricular units 2nd sem (approved),0.0,0.48257643,1.4477
3941,0.9922,High,4,R17,Personal,Mature student support,"Mature students often face competing responsibilities such as employment or family obligations. Connect with the mature student support programme. Explore flexible scheduling, online learning options, or part-time study.",Student services,Medium,Age at enrollment,29.0,0.5289881,1.058
3943,0.9919,High,1,R09,Financial,Financial counselling & fee assistance,"Connect the student with the financial aid office immediately. Explore available scholarships, bursaries, emergency funds, or payment plan options. Ensure overdue fees do not result in sudden deregistration.",Financial aid office,High,Tuition fees up to date,0.0,1.3398364,4.0195
3943,0.9919,High,2,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,1.0507554,3.1523
3943,0.9919,High,3,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,10.0,0.6409957,1.923
3943,0.9919,High,4,R01,Academic,Academic support programme,Enrol the student in a structured academic support or tutoring programme. Assign a faculty mentor to monitor progress weekly. Consider a reduced course load for the next semester.,Academic advisor,High,Curricular units 2nd sem (approved),0.0,0.31373104,0.9412
3944,0.9562,High,1,R09,Financial,Financial counselling & fee assistance,"Connect the student with the financial aid office immediately. Explore available scholarships, bursaries, emergency funds, or payment plan options. Ensure overdue fees do not result in sudden deregistration.",Financial aid office,High,Tuition fees up to date,0.0,2.1663246,6.499
3944,0.9562,High,2,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,0.9378789,2.8136
3944,0.9562,High,3,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,12.0,0.4980811,1.4942
3944,0.9562,High,4,R17,Personal,Mature student support,"Mature students often face competing responsibilities such as employment or family obligations. Connect with the mature student support programme. Explore flexible scheduling, online learning options, or part-time study.",Student services,Medium,Age at enrollment,27.0,0.48955265,0.9791
3944,0.9562,High,5,R01,Academic,Academic support programme,Enrol the student in a structured academic support or tutoring programme. Assign a faculty mentor to monitor progress weekly. Consider a reduced course load for the next semester.,Academic advisor,High,Curricular units 2nd sem (approved),0.0,0.29524413,0.8857
3947,0.9968,High,1,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,1.4216683,4.265
3947,0.9968,High,2,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,14.0,1.292712,3.8781
